what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1413403205593
activated,view,org.python.pydev,3.8.0.201409251235,"org.python.pydev.navigator.view",1413403209640
opened,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1413403209936
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1413403210025
activated,view,org.python.pydev,3.8.0.201409251235,"org.python.pydev.navigator.view",1413403226217
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413403227897
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1413403232721
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413403233520
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.renameResource",1413403233538
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1413403235391
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1413403237160
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1413403239442
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1413403241035
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1413403243299
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1413403245341
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1413403247425
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1413403249506
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1413403249820
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413403263934
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413403274286
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413403274804
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413403300397
activated,view,org.python.pydev,3.8.0.201409251235,"org.python.pydev.navigator.view",1413403306274
