what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417921072147
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417921085737
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417921091799
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1417921095911
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417921098142
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417921110632
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417921111267
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417921122071
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417921131257
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417921135779
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417921136245
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417921172632
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1417921175895
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1417921176105
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1417921176400
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1417921176843
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1417921177053
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1417921177234
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1417921177437
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1417921177623
