what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417815933674
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417815934521
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417815934934
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417815951533
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1417815954320
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1417815974945
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1417815976921
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1417815977223
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417815978913
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417816001047
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1417816005544
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1417816029935
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1417816031309
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1417816031484
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1417816032413
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1417816036799
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1417816037129
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1417816067931
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417816070305
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417816097154
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1417816101771
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1417816101938
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1417816102127
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1417816102381
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1417816102689
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1417816103739
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417816109619
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417816124740
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1417816175334
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1417816179250
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417816247585
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417816351872
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1417816364135
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1417816371226
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1417816371624
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1417816377382
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1417816384168
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417816385510
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417816386764
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417816386973
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417816400752
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1417816414598
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1417816415744
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417816417716
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417816446632
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1417816453507
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1417816454054
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417816455710
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417816461057
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1417816467483
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1417816469763
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1417816470081
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417816471890
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417817633304
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417817636031
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417818763637
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417818774771
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417818809045
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1417818815247
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1417818822755
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417819057596
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417819077274
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417819079191
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417819081516
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417819276397
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417819384682
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417819384766
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417819385520
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417819388787
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417820521696
activated,view,org.python.pydev,3.8.0.201409251235,"org.python.pydev.navigator.view",1417820525497
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1417820537628
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1417820539310
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417820753557
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417820905489
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417820907834
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417820919955
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417821237460
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417823607625
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1417823622213
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417823628837
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417825280828
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417825284392
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417825285488
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417825285781
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1417825286952
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1417825286952
